Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAC,1,240,44,96,.458,18,41,.439,24,29,.828,11,45,56,23,10,6,11,22,130
GSW,0,240,38,88,.432,9,36,.250,19,27,.704,5,39,44,20,6,6,16,23,104
