Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kawhi Leonard,31:18,10,17,.588,5,7,.714,3,3,1.000,0,9,9,4,3,0,4,2,28,+27
Paul George,26:50,5,14,.357,3,6,.500,4,5,.800,0,7,7,5,3,0,1,2,17,+32
Serge Ibaka,22:58,7,12,.583,1,3,.333,1,1,1.000,6,8,14,1,0,0,2,1,16,+10
Nicolas Batum,15:48,3,5,.600,2,3,.667,0,0,,0,2,2,1,0,0,1,4,8,+11
Patrick Beverley,10:46,1,4,.250,1,3,.333,0,0,,0,0,0,0,0,1,0,1,3,-1
Reggie Jackson,23:20,1,7,.143,1,3,.333,2,2,1.000,0,6,6,4,0,0,1,3,5,+29
Marcus Morris,23:11,3,6,.500,2,4,.500,1,2,.500,0,2,2,2,0,1,0,1,9,+21
Terance Mann,16:52,1,4,.250,1,2,.500,0,0,,0,0,0,0,0,3,0,1,3,+3
Ivica Zubac,15:57,2,3,.667,0,0,,5,6,.833,3,0,3,0,0,1,1,2,9,+9
Lou Williams,14:10,5,7,.714,1,2,.500,3,4,.750,0,3,3,3,2,0,0,1,14,+20
Luke Kennard,12:00,4,8,.500,0,3,.000,0,0,,0,2,2,2,2,0,0,1,8,-10
Patrick Patterson,11:04,1,2,.500,1,2,.500,1,2,.500,0,4,4,0,0,0,0,0,4,-8
Amir Coffey,11:04,0,5,.000,0,3,.000,2,2,1.000,2,0,2,1,0,0,0,0,2,-8
Mfiondu Kabengele,4:42,1,2,.500,0,0,,2,2,1.000,0,2,2,0,0,0,1,3,4,-5
