Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHI,0,240,44,84,.524,6,24,.250,8,11,.727,8,31,39,33,8,5,19,18,102
GSW,1,240,46,92,.500,16,38,.421,8,9,.889,10,29,39,28,9,8,14,14,116
