Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Patrick Williams,32:40,.538,.538,.077,.000,0.0,21.5,11.3,17.4,1.5,2.7,13.3,20.4,99,117,-1.3
Zach LaVine,31:35,.338,.281,.438,.250,4.1,11.1,7.8,16.0,0.0,0.0,18.4,30.7,70,125,-18.2
Tomáš Satoranský,30:02,.612,.591,.273,.091,8.6,0.0,4.1,37.2,1.6,0.0,14.9,19.9,124,124,3.1
Nikola Vučević,26:33,.733,.692,.308,.231,4.9,35.3,20.9,39.1,0.0,3.3,12.3,27.4,135,117,9.2
Thaddeus Young,23:33,.833,.833,.167,.000,5.5,14.9,10.5,12.1,2.1,3.8,33.3,17.0,104,117,-1.1
Lauri Markkanen,22:09,.722,.722,.444,.000,0.0,31.7,16.7,6.5,0.0,0.0,10.0,20.1,118,120,3.0
Daniel Theis,22:08,.551,.600,.200,.200,5.9,5.3,5.6,17.4,2.2,8.0,15.5,13.0,109,115,3.3
Troy Brown,16:50,.512,.500,.250,.500,0.0,7.0,3.7,0.0,8.7,0.0,17.0,15.5,82,106,-3.4
Ryan Arcidiacono,14:46,.625,.625,.500,.000,0.0,15.9,8.3,34.7,0.0,0.0,20.0,15.1,118,124,-0.5
Javonte Green,12:36,.333,.333,.000,.000,20.6,0.0,9.8,9.5,3.9,0.0,25.0,14.1,85,119,-5.6
Devon Dotson,3:18,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-9.4
Garrett Temple,2:09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20.7,0,128,-47.8
Cristiano Felício,1:41,,,,,0.0,69.5,36.6,0.0,0.0,0.0,,0.0,0,111,-4.8
