Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
GSW,1,240,46,96,.479,15,40,.375,15,17,.882,12,30,42,28,6,5,11,18,122
MIL,0,240,44,86,.512,14,32,.438,19,22,.864,6,34,40,25,7,2,14,13,121
