Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Gordon Hayward,35:35,12,20,.600,2,3,.667,2,2,1.000,1,5,6,7,1,0,0,1,28,+1
Devonte' Graham,35:29,5,15,.333,3,9,.333,0,0,,0,8,8,3,2,0,0,3,13,+14
P.J. Washington,34:35,6,16,.375,0,2,.000,2,6,.333,6,6,12,5,2,0,3,5,14,+7
Terry Rozier,30:27,7,14,.500,1,7,.143,4,5,.800,0,4,4,5,0,0,2,1,19,-8
Bismack Biyombo,29:38,5,6,.833,0,0,,2,4,.500,4,2,6,1,0,1,1,5,12,-3
Miles Bridges,27:42,4,9,.444,2,5,.400,0,0,,0,4,4,3,1,2,2,3,10,+2
LaMelo Ball,20:01,2,6,.333,2,3,.667,0,0,,0,5,5,5,1,0,3,4,6,-4
Cody Martin,17:43,2,6,.333,0,3,.000,0,0,,2,4,6,4,0,0,1,1,4,+5
Caleb Martin,4:45,0,1,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,1,0,-2
Jalen McDaniels,4:05,0,3,.000,0,1,.000,0,0,,0,1,1,2,0,0,0,1,0,-2
