Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Luguentz Dort,34:34,.545,.458,.333,.333,6.5,7.2,6.9,8.4,1.3,2.3,0.0,16.7,125,107,-1.2
Shai Gilgeous-Alexander,34:22,.492,.425,.300,.500,6.5,12.0,9.7,43.6,0.0,2.3,17.0,35.8,99,107,-3.0
Darius Bazley,32:56,.625,.625,.417,.000,3.4,22.6,14.4,4.9,1.4,4.8,7.7,16.5,116,100,1.7
Al Horford,28:33,.276,.200,.400,.200,0.0,37.7,21.6,13.2,0.0,2.8,15.5,9.5,72,99,-5.2
George Hill,24:03,1.063,1.111,.444,.222,4.6,10.3,7.9,24.9,1.9,0.0,9.2,19.0,179,106,16.1
Théo Maledon,20:26,.400,.400,.400,.000,0.0,0.0,0.0,13.3,4.5,0.0,44.4,18.5,52,104,-13.2
Hamidou Diallo,19:40,.429,.375,.125,.375,11.4,16.8,14.5,14.9,2.3,0.0,17.7,24.1,88,103,-6.1
Mike Muscala,18:10,.788,.750,.500,.250,0.0,9.1,5.2,9.9,5.1,0.0,0.0,20.5,156,99,11.0
Kenrich Williams,16:20,.644,.500,.667,.667,6.8,10.1,8.7,15.9,2.8,4.8,20.5,12.5,124,100,2.8
Aleksej Pokusevski,10:56,.000,.000,1.000,.000,0.0,30.3,17.4,0.0,4.2,7.2,14.3,26.8,0,87,-25.3
