Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
OKC,240,.553,.511,.409,.273,20.9,77.6,53.5,62.5,9.6,11.5,14.0,100.0,104.7,102.8
CHO,240,.500,.468,.344,.344,22.4,79.1,46.5,73.0,10.6,15.4,10.8,100.0,102.8,104.7
