Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Gary Trent,39:39,8,16,.500,7,9,.778,3,3,1.000,1,2,3,3,2,0,1,1,26,+15
Damian Lillard,39:21,9,23,.391,4,14,.286,10,10,1.000,0,2,2,8,0,1,3,2,32,+22
Robert Covington,36:57,6,10,.600,5,8,.625,2,2,1.000,2,7,9,1,1,0,1,3,19,+12
Enes Kanter,35:34,6,10,.600,0,0,,2,2,1.000,5,10,15,2,2,0,2,4,14,+18
Rodney Hood,35:06,5,12,.417,3,6,.500,2,2,1.000,1,1,2,2,0,0,0,2,15,+14
Carmelo Anthony,26:16,8,16,.500,1,5,.200,4,4,1.000,3,1,4,1,1,0,1,3,21,-4
Anfernee Simons,13:39,1,4,.250,1,3,.333,0,0,,1,1,2,1,0,0,0,2,3,-7
Harry Giles,11:33,1,4,.250,0,1,.000,0,0,,1,6,7,1,0,0,0,1,2,-7
Keljin Blevins,1:12,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
CJ Elleby,0:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-5
