Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
BRK,240,.589,.538,.380,.348,27.7,77.2,54.8,57.1,10.0,10.6,15.9,100.0,113.1,89.6
GSW,240,.454,.424,.333,.232,22.8,72.3,45.2,70.3,5.4,10.5,14.2,100.0,89.6,113.1
