Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Stephen Curry,36:27,18,31,.581,8,16,.500,18,19,.947,1,4,5,4,0,0,5,0,62,+20
Andrew Wiggins,35:19,8,16,.500,1,5,.200,4,7,.571,1,6,7,2,0,2,2,5,21,+19
Kelly Oubre,32:57,7,13,.538,1,5,.200,2,2,1.000,2,3,5,0,2,1,1,3,17,+10
Draymond Green,27:50,0,2,.000,0,1,.000,1,2,.500,0,3,3,8,1,1,1,3,1,+22
James Wiseman,21:37,6,9,.667,0,1,.000,0,2,.000,2,9,11,1,0,2,3,4,12,+12
Kent Bazemore,20:26,2,5,.400,1,2,.500,1,2,.500,2,6,8,2,0,0,0,1,6,-2
Kevon Looney,17:20,1,1,1.000,0,0,,0,0,,2,3,5,2,0,0,1,1,2,+2
Damion Lee,17:03,2,3,.667,2,3,.667,0,0,,0,2,2,2,0,0,0,4,6,-2
Eric Paschall,16:32,5,6,.833,0,0,,0,0,,1,2,3,1,0,0,0,3,10,-2
Brad Wanamaker,10:50,0,2,.000,0,1,.000,0,0,,0,2,2,1,1,0,2,0,0,+1
Juan Toscano-Anderson,3:27,0,0,,0,0,,0,0,,0,2,2,0,0,1,0,0,0,-2
Mychal Mulder,0:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
