Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
BRK,240,.713,.709,.405,.190,25.8,78.6,56.2,64.6,6.3,11.8,17.4,100.0,127.2,121.0
DEN,240,.610,.602,.420,.182,21.4,74.2,43.8,63.6,12.5,10.6,12.0,100.0,121.0,127.2
