Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
RJ Barrett,37:04,2,15,.133,0,6,.000,6,8,.750,1,5,6,4,0,0,4,0,10,-16
Julius Randle,34:35,11,15,.733,2,2,1.000,1,2,.500,3,4,7,3,1,0,4,4,25,-20
Reggie Bullock,27:23,2,7,.286,1,4,.250,1,2,.500,0,3,3,2,0,0,0,4,6,-13
Mitchell Robinson,24:59,5,8,.625,0,0,,1,2,.500,5,4,9,0,1,2,0,3,11,-19
Elfrid Payton,18:14,0,6,.000,0,3,.000,0,0,,0,3,3,1,0,0,0,1,0,-15
Alec Burks,30:42,6,13,.462,4,6,.667,6,6,1.000,0,5,5,3,2,1,5,4,22,-4
Kevin Knox,28:33,3,6,.500,1,3,.333,0,0,,3,1,4,3,0,0,1,2,7,-9
Dennis Smith,17:38,1,5,.200,0,2,.000,2,2,1.000,0,2,2,2,1,0,1,4,4,+1
Nerlens Noel,15:58,2,5,.400,0,0,,0,1,.000,1,3,4,1,1,1,1,1,4,+1
Theo Pinson,2:27,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-3
Frank Ntilikina,2:27,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-3
