Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
NOP,240,.519,.461,.278,.356,28.3,87.2,55.3,51.3,5.8,9.1,13.3,100.0,105.2,119.8
GSW,240,.653,.631,.500,.159,12.8,71.7,44.7,66.0,8.8,12.3,12.9,100.0,119.8,105.2
