Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Giannis Antetokounmpo,33:29,9,19,.474,1,2,.500,19,24,.792,5,13,18,4,1,0,6,4,38,+29
Khris Middleton,32:37,13,22,.591,3,5,.600,3,3,1.000,1,7,8,6,4,2,5,2,32,+6
Donte DiVincenzo,30:42,7,12,.583,1,4,.250,1,2,.500,2,0,2,3,0,1,0,0,16,+15
D.J. Augustin,27:25,2,10,.200,0,5,.000,0,0,,0,1,1,5,2,0,2,1,4,+10
Brook Lopez,23:32,2,4,.500,1,3,.333,1,2,.500,0,8,8,0,0,1,1,4,6,+7
Pat Connaughton,28:14,3,4,.750,1,2,.500,5,5,1.000,2,4,6,2,1,0,0,3,12,+23
Bryn Forbes,25:03,4,10,.400,2,5,.400,0,0,,0,0,0,2,0,0,0,1,10,-7
Bobby Portis,23:39,3,7,.429,2,2,1.000,0,0,,3,5,8,0,0,0,1,2,8,-10
Thanasis Antetokounmpo,12:39,1,1,1.000,0,0,,0,0,,1,3,4,0,0,1,2,2,2,-2
Sam Merrill,2:40,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-6
