Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
LAL,240,.576,.566,.363,.220,28.9,87.5,59.1,60.5,10.0,4.0,14.6,100.0,115.0,94.0
SAC,240,.511,.482,.412,.188,12.5,71.1,40.9,66.7,8.0,8.6,13.2,100.0,94.0,115.0
