Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
James Harden,39:24,8,14,.571,1,4,.250,7,7,1.000,1,5,6,12,2,5,7,3,24,-11
Kyrie Irving,35:22,12,28,.429,2,9,.222,1,1,1.000,0,2,2,7,2,0,1,5,27,-13
Joe Harris,33:40,2,6,.333,2,5,.400,0,2,.000,0,1,1,2,0,0,0,1,6,-4
Jeff Green,28:39,4,9,.444,1,3,.333,1,1,1.000,0,2,2,0,0,0,1,2,10,-10
DeAndre Jordan,23:25,4,5,.800,0,0,,1,1,1.000,1,7,8,2,0,1,5,2,9,-7
Bruce Brown,25:52,3,8,.375,0,2,.000,2,2,1.000,4,5,9,1,4,0,0,2,8,-4
Timothé Luwawu-Cabarrot,19:30,1,3,.333,1,3,.333,0,0,,2,2,4,1,0,0,0,0,3,-4
Landry Shamet,17:56,3,7,.429,2,2,1.000,2,2,1.000,0,1,1,1,0,0,1,4,10,-7
Norvel Pelle,8:39,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,2,4,-4
Tyler Johnson,2:31,3,3,1.000,2,2,1.000,0,0,,0,0,0,0,0,0,0,0,8,+3
Chris Chiozza,2:31,1,1,1.000,0,0,,0,0,,0,0,0,4,0,0,0,0,2,+3
Noah Vonleh,2:31,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+3
