Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
POR,1,240,39,105,.371,14,38,.368,21,25,.840,15,38,53,21,11,6,11,22,113
MEM,0,240,42,91,.462,12,23,.522,24,28,.857,8,46,54,22,9,7,15,22,120
