Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Robert Covington,37:37,0,7,.000,0,4,.000,2,2,1.000,3,5,8,2,1,0,0,3,2,-6
CJ McCollum,37:30,10,21,.476,4,10,.400,3,3,1.000,2,0,2,3,0,0,4,3,27,+6
Damian Lillard,36:31,8,27,.296,4,10,.400,3,3,1.000,2,4,6,5,1,1,1,3,23,-10
Norman Powell,34:41,7,15,.467,0,3,.000,3,4,.750,2,3,5,4,3,0,3,6,17,-9
Jusuf Nurkić,29:21,6,13,.462,0,0,,4,5,.800,4,15,19,5,1,2,2,1,16,-7
Carmelo Anthony,19:24,4,13,.308,4,8,.500,0,0,,0,3,3,0,2,0,0,2,12,-5
Enes Kanter,14:02,2,3,.667,0,0,,3,4,.750,1,4,5,0,2,1,0,0,7,+7
Anfernee Simons,12:52,2,3,.667,2,2,1.000,2,2,1.000,1,1,2,1,0,0,1,0,8,+5
Nassir Little,8:10,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,3,0,-5
Rondae Hollis-Jefferson,5:04,0,0,,0,0,,1,2,.500,0,1,1,1,1,1,0,0,1,-10
Derrick Jones,4:48,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,1,0,1,0,-1
