Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DEN,265,.584,.544,.252,.184,21.7,78.6,48.9,60.4,11.3,2.0,7.5,100.0,122.0,118.2
PHO,265,.626,.590,.468,.160,21.4,78.3,51.1,63.8,6.6,5.2,13.7,100.0,118.2,122.0
