Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Stephen Curry,36:21,9,19,.474,5,11,.455,13,13,1.000,2,9,11,3,0,0,3,2,36,+2
Draymond Green,35:48,7,13,.538,1,3,.333,1,1,1.000,3,7,10,8,4,0,4,4,16,-9
Andrew Wiggins,35:29,7,16,.438,5,11,.455,4,6,.667,1,7,8,4,1,3,3,4,23,-8
Kelly Oubre,34:52,4,11,.364,0,3,.000,0,1,.000,0,4,4,1,1,0,2,2,8,-8
James Wiseman,19:29,1,5,.200,0,0,,2,2,1.000,3,1,4,1,0,0,5,3,4,-4
Damion Lee,22:59,1,3,.333,1,2,.500,0,0,,0,1,1,1,0,0,0,1,3,0
Kevon Looney,20:52,2,4,.500,0,1,.000,0,0,,2,2,4,3,0,0,0,3,4,+2
Kent Bazemore,18:09,2,2,1.000,0,0,,2,2,1.000,0,3,3,2,0,0,1,2,6,-1
Jordan Poole,12:45,3,9,.333,3,6,.500,0,0,,1,0,1,0,1,0,1,4,9,+1
Mychal Mulder,1:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1
Nico Mannion,1:26,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-8
Juan Toscano-Anderson,0:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
