Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
GSW,240,.586,.530,.451,.305,27.3,87.2,55.4,63.9,7.1,7.0,17.7,100.0,110.3,117.4
MIA,240,.609,.555,.476,.366,12.8,72.7,44.6,76.9,10.1,13.3,10.4,100.0,117.4,110.3
