Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
HOU,1,240,35,99,.354,10,49,.204,9,17,.529,12,38,50,17,7,5,11,21,89
UTA,0,240,41,90,.456,17,46,.370,13,16,.813,9,52,61,27,7,4,12,16,112
