Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Armoni Brooks,34:44,.273,.273,.818,.000,6.5,20.6,12.5,17.1,0.0,3.1,15.4,15.3,69,113,-5.8
Jae'Sean Tate,34:32,.211,.211,.474,.000,4.3,8.9,6.3,14.2,5.5,0.0,13.6,26.0,49,105,-10.3
Christian Wood,30:08,.515,.542,.333,.667,5.0,20.3,11.5,0.0,0.0,3.6,6.1,22.4,100,113,-0.9
John Wall,29:36,.506,.447,.263,.211,0.0,10.4,4.4,44.2,0.0,0.0,12.6,32.8,98,118,2.9
Kelly Olynyk,23:55,.672,.714,.571,.143,6.3,21.4,12.7,0.0,0.0,0.0,21.2,16.1,102,115,-4.9
Kenyon Martin,29:13,.436,.333,.500,.333,0.0,10.5,4.4,0.0,1.6,7.5,0.0,9.6,93,109,-3.3
DaQuan Jeffries,20:15,.200,.200,.800,.000,3.7,20.2,10.7,0.0,2.3,0.0,0.0,10.1,53,110,-8.9
Avery Bradley,19:40,.375,.375,.750,.000,0.0,15.6,6.6,8.1,2.4,0.0,0.0,16.6,82,111,-2.8
D.J. Wilson,12:44,.338,.375,.250,.250,11.8,24.1,17.0,31.8,0.0,0.0,0.0,28.5,86,114,-1.5
Anthony Lamb,5:13,1.000,1.000,.750,.000,0.0,19.6,8.3,100.0,0.0,20.9,0.0,31.3,176,102,55.9
