Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Shai Gilgeous-Alexander,28:30,3,10,.300,2,6,.333,0,2,.000,1,3,4,4,2,0,2,2,8,-14
Darius Bazley,26:44,2,6,.333,0,3,.000,3,3,1.000,1,3,4,2,0,1,4,2,7,-11
Al Horford,24:13,7,9,.778,3,5,.600,0,0,,1,5,6,3,0,0,0,1,17,-7
George Hill,24:13,3,7,.429,2,5,.400,0,0,,0,0,0,4,0,0,2,1,8,-7
Luguentz Dort,16:51,3,8,.375,2,4,.500,0,0,,1,2,3,1,1,0,2,3,8,-1
Théo Maledon,26:21,2,9,.222,2,7,.286,0,0,,0,5,5,2,0,0,1,3,6,-20
Aleksej Pokusevski,20:42,1,4,.250,1,4,.250,0,0,,0,5,5,4,2,1,6,1,3,-22
Isaiah Roby,18:17,3,5,.600,0,2,.000,1,4,.250,2,4,6,0,0,0,2,3,7,-18
Hamidou Diallo,17:47,1,6,.167,0,2,.000,1,2,.500,0,1,1,3,1,0,0,1,3,-15
Mike Muscala,15:37,4,7,.571,2,5,.400,0,0,,0,2,2,1,0,0,0,0,10,-10
Josh Hall,10:19,1,5,.200,1,4,.250,0,2,.000,0,1,1,0,0,0,0,3,3,-20
Kenrich Williams,7:18,0,3,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,0,0,-14
Moses Brown,3:08,0,1,.000,0,0,,0,2,.000,0,2,2,0,0,1,0,0,0,-6
