Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Karl-Anthony Towns,36:48,8,15,.533,3,7,.429,8,8,1.000,2,10,12,8,0,2,4,4,27,+9
Anthony Edwards,35:49,5,14,.357,2,5,.400,3,3,1.000,0,5,5,2,3,0,2,0,15,+4
Josh Okogie,35:39,2,6,.333,0,2,.000,2,2,1.000,0,3,3,0,1,1,3,2,6,+1
Jaden McDaniels,29:35,1,7,.143,0,4,.000,2,2,1.000,0,6,6,1,1,3,0,2,4,-3
Ricky Rubio,25:25,6,13,.462,5,6,.833,0,0,,0,4,4,9,1,0,0,2,17,+13
Naz Reid,28:20,6,9,.667,2,4,.500,4,4,1.000,0,1,1,2,0,0,1,1,18,-4
D'Angelo Russell,25:36,9,13,.692,3,6,.500,6,6,1.000,0,2,2,4,0,0,2,2,27,+2
Jordan McLaughlin,8:09,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,1,0,2,-4
Juan Hernangómez,7:43,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,1,0,+3
Jarrett Culver,6:56,2,2,1.000,1,1,1.000,0,0,,0,0,0,0,1,0,1,0,5,-1
