Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Buddy Hield,40:00,6,16,.375,4,11,.364,0,0,,0,8,8,8,2,0,3,2,16,+17
Delon Wright,39:43,8,14,.571,3,5,.600,4,4,1.000,5,2,7,6,6,1,2,1,23,+18
Maurice Harkless,35:31,4,8,.500,0,2,.000,0,0,,1,4,5,2,3,0,1,2,8,+15
Marvin Bagley,34:57,13,22,.591,0,1,.000,5,8,.625,3,9,12,0,0,0,1,1,31,+19
Richaun Holmes,31:17,6,11,.545,0,0,,0,0,,1,2,3,2,2,2,2,5,12,+18
Terence Davis,19:49,4,12,.333,1,8,.125,1,2,.500,1,5,6,2,1,2,0,1,10,+2
Damian Jones,16:43,0,3,.000,0,1,.000,0,0,,0,4,4,1,1,1,0,1,0,-7
Kyle Guy,8:18,0,5,.000,0,2,.000,0,0,,1,1,2,0,0,0,1,1,0,-8
Justin James,6:37,1,1,1.000,0,0,,0,0,,0,0,0,0,0,1,0,0,2,-10
Jahmi'us Ramsey,6:06,1,2,.500,0,1,.000,0,0,,0,1,1,0,1,0,1,0,2,-3
Louis King,0:59,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-6
