Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,0,240,43,95,.453,8,32,.250,10,14,.714,12,36,48,21,16,7,11,14,104
IND,1,240,36,83,.434,9,25,.360,12,17,.706,10,38,48,26,8,6,22,13,93
