Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAS,0,240,36,84,.429,8,28,.286,29,35,.829,9,48,57,27,4,4,12,23,109
IND,1,240,34,104,.327,8,34,.235,18,27,.667,14,40,54,20,4,7,7,27,94
