Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kyrie Irving,33:24,13,21,.619,7,10,.700,4,4,1.000,1,5,6,8,1,0,1,4,37,+31
Kevin Durant,33:24,9,16,.563,3,4,.750,8,9,.889,0,4,4,3,2,0,2,3,29,+31
Spencer Dinwiddie,29:12,2,6,.333,0,2,.000,2,2,1.000,0,4,4,2,2,1,2,3,6,+16
Joe Harris,26:12,3,6,.500,2,4,.500,1,2,.500,0,1,1,0,0,0,0,4,9,+23
DeAndre Jordan,19:14,2,2,1.000,0,0,,0,2,.000,2,5,7,2,0,2,1,2,4,+5
Jarrett Allen,21:27,2,3,.667,0,0,,5,6,.833,5,6,11,1,0,4,1,1,9,+18
Landry Shamet,19:25,1,3,.333,1,3,.333,2,2,1.000,0,3,3,1,0,1,1,0,5,+1
Caris LeVert,18:34,5,8,.625,0,2,.000,0,0,,0,1,1,3,0,1,7,1,10,+1
Jeff Green,14:32,1,3,.333,0,1,.000,0,0,,1,3,4,0,0,0,0,1,2,+1
Taurean Prince,12:06,1,5,.200,1,2,.500,2,2,1.000,0,0,0,0,0,1,0,2,5,-7
Timothé Luwawu-Cabarrot,2:30,1,1,1.000,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,4,+4
Tyler Johnson,2:30,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,+4
Reggie Perry,2:30,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+4
Rodions Kurucs,2:30,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+4
Bruce Brown,2:30,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+4
