Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
POR,240,.669,.629,.447,.306,7.9,76.7,44.4,61.4,7.9,10.0,8.5,100.0,127.4,117.5
BOS,240,.622,.596,.438,.169,23.3,92.1,55.6,67.4,3.0,12.8,15.8,100.0,117.5,127.4
