Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Zion Williamson,30:44,9,13,.692,0,0,,6,11,.545,2,3,5,2,0,0,3,3,24,-29
Steven Adams,28:37,6,10,.600,0,1,.000,1,2,.500,7,5,12,0,1,0,1,1,13,-16
Brandon Ingram,28:13,5,14,.357,1,6,.167,2,3,.667,0,3,3,4,0,1,4,3,13,-15
Lonzo Ball,28:12,3,12,.250,3,9,.333,1,2,.500,1,1,2,7,2,1,1,0,10,-16
Eric Bledsoe,20:56,1,8,.125,0,4,.000,0,0,,0,2,2,2,0,1,1,3,2,-4
Josh Hart,25:52,2,8,.250,0,3,.000,1,1,1.000,2,11,13,3,0,0,6,2,5,-22
Nickeil Alexander-Walker,24:47,4,10,.400,1,3,.333,1,1,1.000,1,3,4,2,0,1,2,3,10,-19
Kira Lewis,22:05,5,12,.417,1,3,.333,0,0,,1,1,2,4,3,1,0,1,11,-21
Jaxson Hayes,11:03,5,5,1.000,0,0,,1,2,.500,1,0,1,1,0,1,0,1,11,-8
Sindarius Thornwell,6:42,1,4,.250,0,3,.000,0,0,,0,1,1,2,1,0,0,0,2,0
Nicolò Melli,6:42,1,2,.500,0,0,,0,0,,3,2,5,0,0,0,0,1,2,0
Willy Hernangómez,6:07,1,2,.500,0,0,,0,2,.000,1,0,1,1,0,0,0,0,2,0
