Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NOP,1,240,43,100,.430,6,32,.188,13,24,.542,19,32,51,28,7,6,18,18,105
MIN,0,240,51,95,.537,19,40,.475,14,16,.875,7,31,38,28,11,10,11,20,135
