Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kyle Anderson,36:26,8,15,.533,2,6,.333,2,2,1.000,1,13,14,1,0,2,0,2,20,+1
Ja Morant,33:31,10,21,.476,2,7,.286,6,8,.750,1,2,3,7,0,1,2,4,28,-2
Dillon Brooks,30:36,8,23,.348,3,11,.273,0,0,,0,2,2,2,2,0,2,6,19,+7
Grayson Allen,29:28,2,6,.333,1,5,.200,5,5,1.000,3,1,4,2,0,0,0,0,10,-7
Jonas Valančiūnas,28:56,2,6,.333,1,3,.333,8,10,.800,2,10,12,4,1,1,4,5,13,+2
Desmond Bane,22:21,2,2,1.000,2,2,1.000,0,0,,0,1,1,0,0,0,0,4,6,+2
Brandon Clarke,20:06,2,8,.250,0,1,.000,0,0,,1,2,3,1,0,0,0,4,4,-15
Tyus Jones,15:59,0,4,.000,0,2,.000,0,0,,0,1,1,3,0,1,0,0,0,-8
John Konchar,15:39,1,3,.333,1,3,.333,4,4,1.000,1,3,4,0,2,1,1,1,7,-16
Gorgui Dieng,6:58,2,5,.400,1,3,.333,0,0,,0,2,2,0,0,0,1,1,5,-14
