Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
DeMar DeRozan,36:01,7,12,.583,1,1,1.000,8,10,.800,0,5,5,6,1,1,2,2,23,-12
Dejounte Murray,34:59,12,19,.632,2,3,.667,3,3,1.000,0,7,7,7,1,0,4,3,29,-3
Lonnie Walker,32:48,4,12,.333,1,4,.250,2,4,.500,0,4,4,3,1,0,2,1,11,-3
Keldon Johnson,24:21,3,9,.333,1,2,.500,0,0,,1,2,3,3,0,0,2,3,7,-4
Jakob Poeltl,24:01,4,5,.800,0,0,,0,2,.000,3,4,7,1,1,0,0,3,8,-1
Rudy Gay,25:26,3,10,.300,2,7,.286,0,0,,1,2,3,1,1,1,0,0,8,-6
Drew Eubanks,23:59,2,8,.250,0,0,,0,0,,1,4,5,0,0,2,0,5,4,-13
Patty Mills,22:15,3,7,.429,2,5,.400,4,4,1.000,1,2,3,4,2,0,0,1,12,-9
Devin Vassell,13:04,1,3,.333,1,2,.500,0,0,,0,2,2,0,1,0,0,0,3,-10
Tre Jones,1:02,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-3
Keita Bates-Diop,1:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
Luka Šamanić,1:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
