Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Paul George,29:36,8,14,.571,4,8,.500,6,6,1.000,1,3,4,2,0,0,2,3,26,+22
Kawhi Leonard,27:31,10,15,.667,1,3,.333,6,6,1.000,0,4,4,6,1,0,1,0,27,+31
Nicolas Batum,21:09,2,5,.400,1,3,.333,1,2,.500,2,4,6,2,3,0,0,1,6,+26
Reggie Jackson,18:07,4,9,.444,3,6,.500,0,0,,0,4,4,3,1,0,0,2,11,+19
Serge Ibaka,18:06,3,4,.750,0,1,.000,0,0,,1,2,3,5,0,1,1,3,6,+18
Terance Mann,30:15,5,8,.625,2,3,.667,1,4,.250,4,5,9,1,3,0,3,2,13,+18
Luke Kennard,29:36,6,8,.750,2,2,1.000,0,0,,0,5,5,6,0,1,0,3,14,+19
Marcus Morris,21:57,7,12,.583,4,6,.667,0,0,,0,0,0,1,1,0,1,0,18,+7
Ivica Zubac,20:57,3,5,.600,0,0,,0,0,,1,6,7,1,1,1,1,2,6,+11
Amir Coffey,8:55,2,3,.667,1,1,1.000,0,0,,1,0,1,1,0,0,0,1,5,+5
Daniel Oturu,7:14,1,2,.500,0,0,,2,2,1.000,2,2,4,1,0,0,0,0,4,+7
Mfiondu Kabengele,6:37,1,4,.250,0,2,.000,0,0,,0,0,0,0,0,0,0,2,2,+7
