Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
GSW,1,240,36,83,.434,8,25,.320,18,26,.692,6,32,38,22,5,7,11,23,98
PHI,0,240,39,86,.453,7,24,.292,23,35,.657,13,38,51,15,5,4,13,24,108
