Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Luka Dončić,37:27,9,26,.346,1,9,.111,4,5,.800,2,7,9,5,1,1,5,5,23,-7
Kristaps Porziņģis,36:15,10,19,.526,2,4,.500,1,1,1.000,3,9,12,1,0,1,1,0,23,-19
Dorian Finney-Smith,35:55,3,8,.375,3,6,.500,0,0,,1,6,7,1,2,1,1,3,9,-16
Josh Richardson,29:27,0,9,.000,0,6,.000,1,2,.500,1,2,3,4,1,0,1,2,1,-10
Nicolò Melli,23:56,0,3,.000,0,1,.000,2,2,1.000,0,3,3,0,0,0,0,2,2,+2
Tim Hardaway,30:46,5,11,.455,3,9,.333,5,5,1.000,0,6,6,1,0,1,1,1,18,-7
Jalen Brunson,30:27,5,7,.714,1,2,.500,3,5,.600,1,2,3,3,0,0,0,2,14,+3
Dwight Powell,8:58,1,2,.500,0,1,.000,1,2,.500,2,0,2,1,0,0,0,0,3,+8
Nate Hinton,3:40,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Josh Green,3:06,0,2,.000,0,1,.000,0,0,,1,0,1,0,0,1,0,0,0,+1
