Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Luka Dončić,37:54,.530,.500,.600,.300,0.0,27.4,11.8,30.8,0.0,0.0,15.0,31.2,106,124,-1.0
Dorian Finney-Smith,33:00,.556,.556,.778,.000,11.9,11.8,11.8,15.6,3.2,2.8,10.0,13.4,130,119,3.5
Tim Hardaway,28:53,.475,.475,.600,.000,0.0,4.5,1.9,11.2,0.0,0.0,0.0,30.7,106,130,-6.0
Dwight Powell,12:41,.512,.500,.000,.500,7.7,30.7,17.6,0.0,0.0,0.0,17.0,20.6,93,123,-11.8
Maxi Kleber,9:42,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,9.2,77,131,-10.5
Trey Burke,28:13,.679,.679,.500,.000,3.5,4.6,4.0,28.9,3.7,0.0,0.0,22.0,151,122,12.0
Willie Cauley-Stein,26:47,.546,.667,.000,.500,11.0,19.4,14.6,0.0,5.8,3.4,12.0,13.8,105,111,-1.1
Nicolò Melli,20:26,.000,.000,.667,.000,9.6,25.4,16.4,5.5,2.5,0.0,25.0,8.7,48,119,-10.8
Jalen Brunson,17:43,.371,.333,.222,.111,5.5,0.0,3.2,23.3,0.0,0.0,0.0,23.6,103,131,-7.1
Josh Green,16:09,.500,.500,.000,.000,6.1,16.1,10.4,7.4,3.2,0.0,0.0,5.5,138,120,-1.8
Boban Marjanović,8:32,1.025,1.000,.000,.500,11.5,0.0,6.5,0.0,0.0,0.0,17.0,30.6,161,131,11.6
