Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Lonzo Ball,32:27,7,15,.467,2,7,.286,0,1,.000,1,7,8,9,1,0,3,2,16,+13
Steven Adams,31:27,7,13,.538,0,0,,0,0,,6,4,10,2,1,1,0,1,14,+15
Brandon Ingram,26:01,8,16,.500,2,6,.333,2,3,.667,1,6,7,2,0,1,0,2,20,+7
Eric Bledsoe,25:11,7,11,.636,2,5,.400,1,1,1.000,0,3,3,1,1,0,0,0,17,+10
Zion Williamson,17:25,4,6,.667,0,0,,4,6,.667,4,1,5,1,0,0,3,4,12,+8
Josh Hart,34:20,3,9,.333,3,7,.429,3,4,.750,1,10,11,2,1,0,1,2,12,+28
Nickeil Alexander-Walker,19:05,6,13,.462,2,5,.400,0,0,,0,3,3,1,2,0,3,1,14,+24
J.J. Redick,17:01,1,4,.250,1,4,.250,0,0,,0,2,2,1,0,0,0,1,3,+9
Nicolò Melli,16:37,1,2,.500,1,2,.500,2,2,1.000,0,2,2,3,1,0,1,0,5,+22
Jaxson Hayes,14:10,0,2,.000,0,0,,0,2,.000,1,5,6,1,0,2,2,3,0,+17
Kira Lewis,3:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+6
Sindarius Thornwell,3:08,0,0,,0,0,,0,0,,0,1,1,0,2,0,0,0,0,+6
