Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Luka Dončić,38:18,7,19,.368,1,4,.250,10,11,.909,0,5,5,8,1,2,4,2,25,+8
Dorian Finney-Smith,37:17,2,7,.286,1,4,.250,0,0,,2,3,5,1,1,0,1,3,5,+3
Josh Richardson,36:40,9,16,.563,2,6,.333,4,4,1.000,2,3,5,4,2,0,2,3,24,+4
Kristaps Porziņģis,34:13,6,15,.400,3,7,.429,4,4,1.000,0,10,10,1,1,3,4,1,19,+3
Maxi Kleber,17:58,1,5,.200,0,1,.000,0,0,,3,3,6,1,1,1,2,3,2,-10
Tim Hardaway,31:16,6,12,.500,3,7,.429,3,3,1.000,0,4,4,0,2,1,1,3,18,-3
Jalen Brunson,21:14,4,9,.444,0,3,.000,3,3,1.000,0,4,4,1,1,0,0,1,11,-8
Willie Cauley-Stein,13:46,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,4,-4
James Johnson,5:57,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,+3
Trey Burke,3:18,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1
