Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DEN,1,240,40,91,.440,8,26,.308,18,24,.750,12,41,53,26,10,6,17,18,106
SAS,0,240,38,91,.418,6,24,.250,14,21,.667,11,31,42,23,11,4,14,19,96
