Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CLE,1,240,39,83,.470,12,31,.387,13,21,.619,13,21,34,30,8,4,18,15,103
DEN,0,240,46,80,.575,15,31,.484,13,17,.765,6,31,37,24,9,2,15,17,120
