Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CLE,240,.558,.542,.373,.253,29.5,77.8,47.9,76.9,8.5,8.2,16.3,100.0,108.9,126.8
DEN,240,.686,.669,.388,.213,22.2,70.5,52.1,52.2,9.5,3.8,14.6,100.0,126.8,108.9
