Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DET,240,.615,.604,.505,.165,27.8,85.3,55.7,73.9,9.5,21.1,10.1,100.0,127.0,105.9
MIA,240,.634,.567,.433,.403,14.7,72.2,44.3,78.1,1.1,11.1,21.8,100.0,105.9,127.0
