Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jerami Grant,35:05,10,19,.526,3,6,.500,1,2,.500,2,7,9,6,2,4,0,1,24,+22
Blake Griffin,31:30,6,13,.462,3,8,.375,0,0,,0,7,7,8,0,1,2,2,15,+19
Mason Plumlee,27:54,4,5,.800,0,0,,1,2,.500,0,2,2,2,0,1,4,2,9,+5
Wayne Ellington,26:03,3,5,.600,3,5,.600,0,0,,0,1,1,0,0,0,1,3,9,+12
Delon Wright,25:38,3,7,.429,2,5,.400,0,0,,0,4,4,10,0,1,1,1,8,+19
Josh Jackson,21:57,3,12,.250,2,9,.222,0,2,.000,0,0,0,2,2,1,1,6,8,+8
Derrick Rose,21:18,8,12,.667,3,5,.600,4,5,.800,0,1,1,4,4,0,1,2,23,+2
Isaiah Stewart,19:02,4,6,.667,0,0,,2,2,1.000,7,4,11,2,1,0,1,6,10,+16
Sekou Doumbouya,16:30,3,6,.500,0,2,.000,0,0,,1,2,3,0,0,0,0,3,6,+1
Saddiq Bey,11:03,1,3,.333,1,3,.333,2,2,1.000,0,1,1,0,0,0,0,2,5,-2
Sviatoslav Mykhailiuk,1:52,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,0
Saben Lee,1:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
Deividas Sirvydis,1:04,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-1
