Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
LaMelo Ball,39:23,.600,.593,.333,.111,4.7,7.6,5.8,31.5,2.4,3.3,0.0,29.1,136,134,11.0
Gordon Hayward,37:05,.552,.475,.250,.300,7.5,28.3,15.4,17.8,1.3,0.0,0.0,24.7,132,136,3.4
Terry Rozier,36:21,.444,.438,.500,.125,0.0,16.5,6.3,16.5,3.9,0.0,10.6,21.0,94,131,-4.0
Cody Zeller,22:34,.381,.286,.143,.286,12.3,26.6,17.7,19.4,2.1,0.0,11.3,15.9,107,134,-3.2
Devonte' Graham,10:56,1.100,1.100,.600,.000,8.4,13.7,10.5,0.0,4.3,0.0,16.7,22.2,156,130,21.7
Malik Monk,26:57,.375,.375,.250,.000,3.4,0.0,2.1,4.2,1.7,0.0,20.0,15.0,72,138,-13.6
Caleb Martin,26:23,.500,.500,.286,.000,7.0,28.4,15.2,0.0,0.0,4.9,12.5,12.3,101,136,-7.7
Bismack Biyombo,19:14,.945,1.000,.000,.333,9.6,15.6,11.9,7.6,0.0,0.0,0.0,14.5,193,141,6.0
Miles Bridges,15:31,.143,.143,.571,.000,0.0,9.7,3.7,13.8,0.0,0.0,0.0,18.3,51,141,-18.8
Cody Martin,4:48,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0,143,-22.2
Nick Richards,0:48,1.136,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6,250,143,49.9
