Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHO,1,240,48,104,.462,11,35,.314,14,17,.824,14,26,40,26,9,2,7,17,121
UTA,0,240,48,87,.552,26,50,.520,16,18,.889,6,38,44,32,5,9,16,19,138
