Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIL,0,240,46,90,.511,14,35,.400,15,18,.833,11,41,52,19,4,6,16,20,121
BOS,1,240,48,101,.475,18,40,.450,8,11,.727,10,27,37,23,8,6,6,17,122
