Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIA,1,240,39,82,.476,13,39,.333,25,30,.833,5,32,37,30,10,6,11,22,116
GSW,0,240,36,82,.439,15,37,.405,22,25,.880,12,34,46,23,7,3,20,26,109
