Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Keldon Johnson,37:59,7,18,.389,2,4,.500,3,5,.600,1,5,6,5,3,0,2,5,19,-4
Rudy Gay,36:16,7,17,.412,2,6,.333,2,2,1.000,2,8,10,2,2,0,4,5,18,-3
Devin Vassell,22:44,1,6,.167,0,3,.000,2,2,1.000,0,6,6,0,0,0,0,0,4,-8
Tre Jones,21:40,2,6,.333,0,0,,0,0,,0,2,2,3,0,0,0,2,4,-8
Drew Eubanks,21:31,5,8,.625,0,0,,0,0,,4,2,6,0,0,1,1,2,10,-15
Gorgui Dieng,31:29,5,6,.833,3,4,.750,4,4,1.000,0,4,4,3,2,0,2,2,17,+13
Lonnie Walker,31:27,9,19,.474,3,6,.500,2,2,1.000,0,0,0,2,0,1,2,0,23,+4
Patty Mills,31:20,2,10,.200,2,8,.250,0,0,,1,3,4,4,2,1,1,2,6,+6
Luka Šamanić,15:33,3,4,.750,0,0,,0,0,,1,3,4,0,0,1,0,4,6,+3
Keita Bates-Diop,15:01,2,2,1.000,0,0,,0,2,.000,1,5,6,1,0,1,1,3,4,+2
