Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Keldon Johnson,37:59,.470,.444,.222,.278,3.0,13.7,8.6,21.0,4.1,0.0,9.0,26.6,101,106,1.7
Rudy Gay,36:16,.503,.471,.353,.118,6.4,22.9,15.1,8.9,2.8,0.0,18.3,27.5,91,106,-3.6
Devin Vassell,22:44,.291,.167,.500,.333,0.0,27.4,14.4,0.0,0.0,0.0,0.0,13.8,67,111,-9.5
Tre Jones,21:40,.333,.333,.000,.000,0.0,9.6,5.0,19.3,0.0,0.0,0.0,12.6,93,117,-7.8
Drew Eubanks,21:31,.625,.625,.000,.000,21.4,9.7,15.2,0.0,0.0,3.8,11.1,19.0,125,114,-1.5
Gorgui Dieng,31:29,1.095,1.083,.667,.667,0.0,13.2,6.9,14.6,3.3,0.0,20.5,14.1,171,109,13.0
Lonnie Walker,31:27,.578,.553,.316,.105,0.0,0.0,0.0,12.1,0.0,2.6,9.1,31.7,109,119,2.7
Patty Mills,31:20,.300,.300,.800,.000,3.7,9.9,7.0,17.1,3.3,2.6,9.1,16.0,81,108,-1.9
Luka Šamanić,15:33,.750,.750,.000,.000,7.4,20.0,14.1,0.0,0.0,5.3,0.0,11.7,155,109,0.3
Keita Bates-Diop,15:01,.694,1.000,.000,1.000,7.7,34.6,21.8,9.8,0.0,5.5,25.8,11.8,109,104,0.3
