Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
IND,1,240,43,84,.512,12,33,.364,13,16,.813,4,32,36,27,9,5,14,25,111
BOS,0,240,40,80,.500,9,22,.409,27,37,.730,12,31,43,21,10,3,14,16,116
