Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kendrick Nunn,37:17,.731,.731,.615,.000,0.0,3.3,1.6,7.4,1.3,0.0,7.1,16.3,133,122,-0.9
Bam Adebayo,33:32,.698,.692,.000,.231,6.8,18.4,12.4,44.6,1.5,0.0,17.3,22.4,135,119,9.0
Trevor Ariza,31:21,.580,.583,.667,.667,7.3,19.6,13.2,11.4,4.8,6.4,11.4,12.1,124,106,5.3
Jimmy Butler,27:52,.753,.625,.125,1.125,8.2,26.5,17.0,37.9,1.8,3.6,0.0,18.6,177,114,15.5
Duncan Robinson,26:31,.442,.450,1.000,.300,0.0,13.9,6.7,0.0,1.9,3.8,0.0,18.5,92,116,-6.9
Goran Dragić,29:35,.466,.417,.333,.167,3.9,4.2,4.0,9.6,1.7,3.4,13.4,32.7,90,118,-10.4
Max Strus,20:55,.438,.438,.750,.000,5.5,11.8,8.5,12.0,2.4,0.0,0.0,16.6,110,118,-5.5
Andre Iguodala,16:11,.500,.500,.667,.000,0.0,22.8,11.0,14.1,0.0,6.2,25.0,10.7,94,117,-2.5
Dewayne Dedmon,13:19,.854,.833,.000,.833,25.7,46.2,35.6,0.0,3.7,0.0,19.6,33.2,139,107,5.5
Precious Achiuwa,1:09,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6,0,126,-48.2
Gabe Vincent,1:09,.750,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,134,126,40.3
KZ Okpala,1:09,,,,,0.0,0.0,0.0,92.8,0.0,0.0,,0.0,224,126,31.3
