Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BOS,0,240,40,79,.506,9,23,.391,18,24,.750,6,34,40,21,13,7,18,17,107
IND,1,240,45,88,.511,7,26,.269,11,15,.733,8,29,37,23,11,7,16,20,108
