Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Luka Dončić,38:57,9,20,.450,2,10,.200,2,3,.667,1,11,12,12,0,0,6,4,22,+18
Kristaps Porziņģis,34:03,11,17,.647,2,5,.400,4,5,.800,4,10,14,1,0,0,1,3,28,+8
Maxi Kleber,32:56,4,7,.571,3,6,.500,0,0,,4,3,7,2,0,0,0,4,11,+21
Josh Richardson,32:07,4,9,.444,2,5,.400,2,2,1.000,0,2,2,4,0,1,2,1,12,+11
Dorian Finney-Smith,31:03,1,5,.200,1,4,.250,4,4,1.000,1,6,7,2,0,0,1,3,7,+11
Tim Hardaway,23:52,3,11,.273,1,6,.167,2,2,1.000,0,2,2,3,1,0,1,0,9,-18
Jalen Brunson,20:18,3,4,.750,1,2,.500,1,2,.500,0,2,2,3,1,0,2,1,8,+2
Willie Cauley-Stein,13:51,5,6,.833,0,0,,0,0,,1,1,2,0,0,0,0,2,10,+3
Trey Burke,7:49,2,3,.667,1,2,.500,0,0,,0,0,0,0,0,0,0,0,5,+4
James Johnson,5:04,1,1,1.000,0,0,,1,1,1.000,2,1,3,2,1,0,1,1,3,-5
