Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAC,0,240,44,93,.473,14,40,.350,14,19,.737,11,29,40,22,10,3,16,29,116
LAL,1,240,38,81,.469,9,29,.310,24,31,.774,8,37,45,22,4,2,19,20,109
