Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Paul George,35:46,13,18,.722,5,8,.625,2,2,1.000,0,6,6,3,1,0,5,3,33,+17
Kawhi Leonard,34:01,10,26,.385,1,8,.125,5,5,1.000,0,2,2,3,2,0,3,5,26,+1
Nicolas Batum,28:11,1,4,.250,1,3,.333,0,0,,1,5,6,6,2,0,1,2,3,-2
Patrick Beverley,22:07,4,9,.444,2,5,.400,0,0,,4,2,6,3,0,0,2,4,10,+10
Serge Ibaka,20:33,5,7,.714,2,3,.667,3,5,.600,2,4,6,0,0,1,1,3,15,-8
Ivica Zubac,26:31,4,5,.800,0,0,,3,4,.750,3,3,6,1,1,1,1,4,11,+17
Lou Williams,25:58,4,9,.444,2,4,.500,1,3,.333,0,2,2,3,0,0,1,2,11,+1
Luke Kennard,21:03,2,6,.333,0,3,.000,0,0,,0,2,2,2,2,1,1,3,4,-3
Patrick Patterson,19:36,1,5,.200,1,4,.250,0,0,,1,2,3,1,2,0,1,2,3,+9
Reggie Jackson,3:21,0,3,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,1,0,-1
Terance Mann,1:01,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Mfiondu Kabengele,0:56,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Amir Coffey,0:56,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
