Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Darius Garland,37:07,.430,.361,.167,.222,0.0,5.9,3.2,25.0,1.4,0.0,4.8,25.1,105,130,-5.5
Andre Drummond,35:54,.528,.583,.000,.417,18.6,27.3,23.4,7.7,4.3,4.1,6.6,19.0,118,114,3.9
Collin Sexton,34:13,.745,.733,.267,.067,0.0,6.4,3.5,23.4,0.0,0.0,11.5,22.9,137,132,2.8
Jarrett Allen,34:01,.761,.714,.000,.714,7.8,9.6,8.8,3.8,0.0,2.1,0.0,12.1,165,130,0.5
Isaac Okoro,25:01,.628,.571,.714,.571,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15.7,140,134,-2.3
Taurean Prince,25:06,.597,.550,.400,.200,0.0,26.1,14.3,5.6,0.0,2.9,15.5,23.0,104,124,-4.0
Cedi Osman,15:27,.167,.167,.667,.000,0.0,14.1,7.8,7.6,0.0,0.0,0.0,17.4,50,130,-17.4
Dylan Windler,14:01,.625,.625,.750,.000,19.0,31.1,25.7,9.2,3.6,0.0,33.3,19.2,100,117,0.5
Damyean Dotson,10:42,.644,.667,.000,.667,0.0,20.4,11.2,38.4,0.0,6.8,20.5,20.5,121,123,6.5
JaVale McGee,8:28,.820,.875,.250,.500,0.0,0.0,0.0,0.0,0.0,0.0,17.0,31.2,120,135,5.1
