Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
IND,0,240,44,93,.473,12,30,.400,24,33,.727,7,30,37,32,11,6,14,18,124
WAS,1,240,55,99,.556,10,19,.526,12,18,.667,12,43,55,30,5,8,18,24,132
