Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Domantas Sabonis,37:20,12,19,.632,1,3,.333,10,15,.667,2,9,11,6,2,0,5,3,35,-6
Myles Turner,35:46,4,7,.571,2,4,.500,1,1,1.000,2,3,5,1,1,4,2,4,11,+1
Malcolm Brogdon,33:05,8,17,.471,5,10,.500,5,5,1.000,0,4,4,8,0,0,0,1,26,-5
Caris LeVert,31:44,3,14,.214,0,3,.000,2,2,1.000,0,5,5,4,2,0,2,2,8,-6
Justin Holiday,31:21,3,11,.273,3,6,.500,1,3,.333,1,3,4,3,2,0,3,1,10,-10
T.J. McConnell,21:40,3,5,.600,0,0,,2,3,.667,0,1,1,9,2,0,1,1,8,0
Edmond Sumner,19:15,3,6,.500,0,1,.000,2,2,1.000,0,1,1,0,0,0,0,1,8,0
Jeremy Lamb,15:14,3,8,.375,0,2,.000,0,0,,1,3,4,0,1,1,0,2,6,-5
Aaron Holiday,7:32,2,3,.667,0,0,,0,0,,0,1,1,0,1,0,0,0,4,-5
Goga Bitadze,7:03,3,3,1.000,1,1,1.000,1,2,.500,1,0,1,1,0,1,1,3,8,-4
