Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
RJ Barrett,41:33,9,15,.600,3,5,.600,1,2,.500,0,7,7,6,2,1,2,4,22,+20
Julius Randle,36:11,12,23,.522,4,7,.571,6,6,1.000,1,6,7,3,0,1,0,3,34,+21
Reggie Bullock,36:00,4,8,.500,3,5,.600,2,3,.667,1,3,4,2,0,0,0,0,13,+12
Nerlens Noel,29:28,3,6,.500,0,1,.000,2,2,1.000,3,5,8,3,4,5,0,2,8,+24
Elfrid Payton,21:58,4,10,.400,1,1,1.000,0,0,,0,1,1,5,0,0,1,1,9,+16
Derrick Rose,25:00,2,11,.182,0,1,.000,2,2,1.000,0,1,1,6,1,1,0,0,6,+4
Taj Gibson,17:30,2,3,.667,0,0,,0,0,,3,5,8,1,1,1,0,1,4,-4
Immanuel Quickley,16:23,4,10,.400,1,5,.200,4,4,1.000,0,2,2,1,2,0,1,5,13,+8
Obi Toppin,10:47,2,4,.500,0,1,.000,0,0,,1,0,1,0,0,0,0,0,4,-1
Frank Ntilikina,1:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
Kevin Knox,1:02,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-1
Jared Harper,1:02,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-1
Theo Pinson,1:02,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-1
Norvel Pelle,1:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
