Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Julius Randle,40:56,14,22,.636,7,13,.538,9,12,.750,0,9,9,5,0,0,3,1,44,+17
RJ Barrett,32:36,8,14,.571,3,3,1.000,2,3,.667,4,2,6,3,1,0,1,1,21,+12
Nerlens Noel,27:07,3,3,1.000,0,0,,0,0,,1,3,4,2,2,3,0,5,6,+17
Elfrid Payton,24:23,5,12,.417,0,1,.000,2,2,1.000,3,4,7,1,1,0,1,2,12,+3
Reggie Bullock,22:10,3,7,.429,2,5,.400,0,0,,1,1,2,2,0,0,1,3,8,+1
Derrick Rose,23:37,3,9,.333,0,1,.000,2,2,1.000,0,3,3,3,0,2,2,4,8,+8
Immanuel Quickley,21:51,4,11,.364,4,8,.500,4,4,1.000,0,2,2,5,0,0,0,1,16,+8
Alec Burks,19:23,1,3,.333,0,2,.000,2,2,1.000,0,4,4,1,1,0,0,0,4,+1
Taj Gibson,16:39,0,0,,0,0,,1,2,.500,1,2,3,0,0,1,0,4,1,-3
Obi Toppin,11:18,1,2,.500,1,1,1.000,0,0,,0,2,2,0,0,0,0,1,3,-9
