Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ATL,0,240,36,82,.439,10,28,.357,22,28,.786,12,34,46,19,3,8,16,23,104
PHI,1,240,47,101,.465,10,28,.357,22,26,.846,18,32,50,27,8,6,8,21,126
